country,year,population,total_cases,total_deaths,total_vaccinations,total_tests,cases_per_100k,deaths_per_100k,covid_burden_index,burden_scaled,Country Code,gdp_per_capita,unemployment_rate,health_expenditure_pct_gdp,vaccinations_per_100k,cases_outlier,deaths_outlier,fatality_rate,risk_level,vaccinations_per_10k,deaths_per_10k
Denmark,2020,5902901.0,161230.0,1256.0,11.0,10540209.0,2731.368864224557,21.27767346936701,2752.646537693924,16.47332387922481,DNK,60985.4885601514,5.637,10.71854591,0.18634905108522062,False,False,0.007790113502449916,,0.018634905108522063,2.127767346936701
Denmark,2021,5902901.0,783702.0,3256.0,11882638.0,53569800.0,13276.556730326325,55.159319121225316,13331.71604944755,79.87997765844285,DNK,69340.7334922138,5.043,10.74728584,201301.66506265308,False,False,0.004154640411789175,,20130.16650626531,5.515931912122531
Denmark,2022,5902901.0,3388439.0,7782.0,14929608.0,64649913.0,57402.94475546855,131.83348323138065,57534.778238699924,344.9450024657368,DNK,67781.0940939514,4.434,9.4758625,252919.84398857443,True,False,0.0022966327562632823,,25291.984398857443,13.183348323138066
Djibouti,2022,1137101.0,15690.0,189.0,338051.0,309732.0,1379.8246593750248,16.621214826123623,1396.4458742011484,8.345432815554641,DJI,3133.25779772463,26.307,2.49675012,29729.197318444007,False,False,0.012045889101338431,,2972.9197318444008,1.6621214826123623
Dominican Republic,2021,11230734.0,417268.0,4246.0,14086551.0,2191882.0,3715.411655195466,37.80696791500894,3753.218623110475,22.44369780283283,DOM,8527.0754858205,7.702,4.91807747,125428.58730337661,False,False,0.010175714408964982,,12542.85873033766,3.780696791500894
Dominican Republic,2022,11230734.0,659009.0,4384.0,16171774.0,3444251.0,5867.9067637075195,39.03573889293433,5906.942502600454,35.36358353781685,DOM,10104.2449349081,5.504,4.57254791,143995.69965774278,False,False,0.006652412941249664,,14399.569965774277,3.9035738892934333
Ecuador,2021,17823900.0,545800.0,33669.0,27566332.0,2046961.0,3062.180555321787,188.89805261474763,3251.0786079365344,19.12867554238971,ECU,6061.32350181711,4.552,8.20646191,154659.37308894238,False,False,0.06168743129351411,,15465.937308894238,18.889805261474763
Ecuador,2022,17823900.0,1044749.0,35948.0,39296436.0,2870685.0,5861.506179904511,201.684255409871,6063.190435314382,35.97577410106655,ECU,6515.58528418336,3.761,7.53457022,220470.46942588323,False,False,0.034408264568810305,,22047.04694258832,20.1684255409871
El Salvador,2021,6280316.0,121741.0,3823.0,9620698.0,1162090.0,1938.4534154013907,60.872733155465426,1999.326148556856,11.874211425030206,SLV,4642.60743101342,4.327,10.12668991,153188.1198334606,False,False,0.031402732029472406,,15318.81198334606,6.087273315546542
El Salvador,2022,6280316.0,201785.0,4230.0,11289175.0,1921625.0,3212.9752706710938,67.35329878305485,3280.3285694541487,19.54726481915878,SLV,5074.60210221806,2.999,9.84079742,179754.88812983295,False,False,0.020962906063384294,,17975.488812983294,6.735329878305485
Equatorial Guinea,2021,1803549.0,13710.0,175.0,452666.0,267432.0,760.1678690182524,9.70309096121037,769.8709599794628,4.5998195779543565,GNQ,6945.63069794539,8.976,3.39468098,25098.624988841446,False,False,0.012764405543398978,,2509.8624988841443,0.970309096121037
Equatorial Guinea,2022,1803549.0,17089.0,183.0,488738.0,484554.0,947.5206939207085,10.146660833722843,957.6673547544314,5.725710806859142,GNQ,7589.29964909381,8.455,2.91350007,27098.681544000192,False,False,0.010708642986716602,,2709.868154400019,1.0146660833722843
Estonia,2020,1350093.0,31031.0,284.0,2475.0,640612.0,2298.434256010512,21.03558791875819,2319.46984392927,13.874747887738103,EST,23933.9939421065,6.956,7.57906437,183.32070457368494,False,False,0.009152138184396249,,18.33207045736849,2.1035587918758187
Estonia,2021,1350093.0,226809.0,1828.0,1808855.0,2536827.0,16799.509367132487,135.39807998411962,16934.907447116606,101.3386485227314,EST,27951.1659277744,6.178,7.47860336,133980.02952389207,False,False,0.008059644899452843,,13398.002952389204,13.539807998411963
Estonia,2022,1350093.0,594217.0,2727.0,2101403.0,3425068.0,44013.04206450963,201.98608540300555,44215.028149912636,264.8861967286698,EST,28340.3826549406,5.571,6.98701143,155648.75901141626,True,False,0.004589232553090874,,15564.875901141626,20.198608540300555
Eswatini,2022,1218921.0,74021.0,1422.0,773579.0,549656.0,6072.665906978385,116.66055470370928,6189.326461682093,36.902637660685144,SWZ,3894.1620089869,35.359,7.2226615,63464.24419630148,False,False,0.019210764512773402,,6346.424419630148,11.666055470370928
Ethiopia,2021,125384285.0,415443.0,6926.0,10916152.0,4112267.0,331.33578103507944,5.523818236073205,336.85959927115266,2.0101099591547693,ETH,893.00983544905,3.935,3.2075386,8706.156437387668,False,False,0.016671360451373594,,870.6156437387667,0.5523818236073205
Ethiopia,2022,125384285.0,497974.0,7572.0,52509416.0,5024643.0,397.15822441384904,6.039034317578156,403.1972587314272,2.4071054837534067,ETH,982.103161506992,3.409,2.85274577,41878.78568673897,False,False,0.015205613144461358,,4187.8785686738975,0.6039034317578156
Fiji,2021,919428.0,53891.0,698.0,1267045.0,468972.0,5861.361629186843,75.91676564124651,5937.278394828089,35.47183683768604,FJI,4536.73312110335,4.701,7.06084681,137807.96321191,False,False,0.012952069918910394,,13780.796321191003,7.5916765641246515
Fiji,2022,919428.0,68750.0,881.0,1551184.0,558519.0,7477.475125839109,95.82044488529824,7573.295570724407,45.248132534575845,FJI,5414.12092119088,4.446,4.00910091,168711.8512814489,False,False,0.012814545454545455,,16871.18512814489,9.582044488529824
Finland,2021,5569300.0,366109.0,1927.0,9616819.0,8740885.0,6573.698669491678,34.600398613829384,6608.299068105507,39.580593611405384,FIN,53099.1351400148,7.617,9.83458328,172675.54270734204,False,False,0.0052634597892977225,,17267.554270734203,3.4600398613829384
Finland,2022,5569300.0,1457455.0,8764.0,13149072.0,11038890.0,26169.44678864489,157.36268471800767,26326.8094733629,157.64613147074138,FIN,50440.560224974,6.719,9.6589222,236099.18661232112,False,False,0.006013221677513199,,23609.918661232114,15.736268471800766
France,2020,66277412.0,2338258.0,63534.0,2625.0,35881338.0,3527.986276832897,95.86071345091146,3623.8469902838087,21.551360514801026,FRA,39169.8606000707,8.009,12.07226849,3.960625378673506,False,False,0.027171509730748274,,0.39606253786735063,9.586071345091145
France,2021,66277412.0,8709926.0,124165.0,124246740.0,196119209.0,13141.620556940272,187.34135243542704,13328.9619093757,79.59908875138333,FRA,43725.0999521245,7.874,12.29229355,187464.68253769475,False,False,0.014255574616822232,,18746.468253769475,18.734135243542703
France,2022,66277412.0,37989547.0,161667.0,153458030.0,278234000.0,57318.99579905142,243.9247326072418,57562.92053165867,344.8896737247375,FRA,40988.6396406579,7.308,11.8819046,231538.95930637725,True,False,0.004255565353279943,,23153.895930637726,24.39247326072418
Gabon,2021,2430750.0,41798.0,288.0,392898.0,1394773.0,1719.5515787308445,11.848195001542733,1731.3997737323873,10.364702252391236,GAB,8181.40914134656,21.218,2.69024062,16163.65319345881,False,False,0.006890281831666587,,1616.365319345881,1.1848195001542732
Gabon,2022,2430750.0,48980.0,306.0,572672.0,1599902.0,2015.0159415818162,12.588707189139155,2027.6046487709552,12.140450478247454,GAB,8409.2074145028,20.399,2.85591531,23559.477527512085,False,False,0.006247447937933851,,2355.9477527512086,1.2588707189139154
Georgia,2021,3794782.0,934741.0,13800.0,2512858.0,11144737.0,24632.271366313005,363.65725356555396,24995.92861987856,149.24825721214023,GEO,5083.60695484577,11.791,8.3153286,66218.77093335005,False,False,0.01476344784277142,,6621.877093335006,36.365725356555394
Georgia,2022,3794782.0,1809827.0,16903.0,2930677.0,13652505.0,47692.51567020187,445.4274316680115,48137.94310186988,287.9368037478833,GEO,6729.84659930283,11.647,7.25569582,77229.12673244471,True,True,0.009339566709967306,,7722.912673244471,44.542743166801145
Germany,2020,84086227.0,1660178.0,47009.0,206927.0,35172907.0,1974.3756608320648,55.905707363942014,2030.2813681960067,12.069876794448158,DEU,47394.8734504469,3.881,12.6902256,246.0890533237982,False,False,0.02831563844358858,,24.60890533237982,5.590570736394201
Germany,2021,84086227.0,7014043.0,117692.0,153966350.0,92472500.0,8341.488553172923,139.96584720111179,8481.454400374036,50.60879470784199,DEU,52349.2459994422,3.594,12.90171242,183105.31402485212,False,False,0.016779480821546146,,18310.531402485212,13.996584720111178
